Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As,Winner
"05.03.2022, 17:30",Projekt Warszawa,Ślepsk Malow Suwałki,3,1,68.0,24.0,38.0,94.0,15,6.0,-2%,74.0,2.0,54%,10%,114,6.0,7.0,54.0,47%,35%,8.0,17,67,19,29,91,17,2,-14%,79,6,44%,17%,116,7,8,58,50%,37%,7,15,0
"05.03.2022, 14:45",ZAKSA Kędzierzyn-Koźle,Warta Zawiercie,3,0,62.0,16.0,37.0,86.0,15,3.0,-8%,71.0,4.0,43%,25%,91,2.0,4.0,49.0,53%,47%,10.0,8,65,21,27,84,13,4,-4%,71,3,38%,16%,103,12,10,57,55%,33%,4,5,0
"05.03.2022, 20:30",Jastrzębski Węgiel,GKS Katowice,3,2,87.0,28.0,45.0,118.0,19,4.0,-7%,91.0,7.0,47%,24%,156,8.0,8.0,76.0,48%,38%,7.0,14,84,25,44,113,22,7,-7%,99,4,41%,23%,139,7,7,69,49%,39%,8,17,0
"07.03.2022, 17:30",Stal Nysa,AZS Olsztyn,3,1,70.0,26.0,35.0,97.0,18,5.0,-9%,67.0,6.0,41%,13%,95,7.0,4.0,54.0,56%,45%,11.0,8,56,13,16,84,17,6,-13%,79,5,53%,24%,92,7,11,46,50%,30%,4,7,0
"06.03.2022, 17:30",Czarni Radom,Cuprum Lubin,2,3,75.0,26.0,37.0,103.0,14,1.0,-10%,82.0,4.0,58%,35%,127,13.0,7.0,60.0,47%,31%,14.0,15,74,20,33,103,21,4,-14%,89,1,67%,41%,124,5,14,63,50%,35%,7,8,1
"13.03.2022, 17:30",Czarni Radom,LUK  Lublin,1,3,60.0,19.0,23.0,80.0,11,11.0,3%,80.0,10.0,45%,30%,96,4.0,12.0,43.0,44%,28%,6.0,7,76,32,41,94,14,10,2%,69,11,37%,24%,98,4,6,54,55%,44%,12,4,1
"12.03.2022, 20:30",Cuprum Lubin,Stal Nysa,3,0,62.0,24.0,34.0,75.0,13,9.0,-2%,60.0,2.0,46%,28%,89,7.0,6.0,47.0,52%,38%,6.0,11,47,13,17,70,10,2,-8%,62,9,43%,20%,87,5,6,39,44%,32%,6,13,0
"12.03.2022, 14:45",Jastrzębski Węgiel,AZS Olsztyn,3,1,69.0,22.0,36.0,95.0,14,8.0,-3%,73.0,4.0,61%,42%,101,7.0,8.0,53.0,52%,37%,8.0,8,65,15,26,90,17,4,-11%,81,8,41%,14%,104,6,8,53,50%,37%,8,4,0
"12.03.2022, 17:30",GKS Katowice,ZAKSA Kędzierzyn-Koźle,0,3,38.0,8.0,13.0,56.0,10,3.0,-10%,62.0,2.0,54%,24%,69,7.0,6.0,29.0,42%,23%,6.0,1,56,24,32,74,12,2,-9%,46,3,50%,28%,73,3,6,48,65%,53%,6,9,1
"13.03.2022, 14:45",Warta Zawiercie,Projekt Warszawa,3,1,80.0,27.0,44.0,98.0,15,7.0,-5%,78.0,6.0,51%,20%,118,6.0,9.0,71.0,60%,47%,2.0,13,70,19,42,94,16,6,-7%,83,7,48%,21%,107,3,2,55,51%,46%,9,14,0
"11.03.2022, 17:30",Ślepsk Malow Suwałki,PGE Skra Bełchatów,0,3,39.0,11.0,8.0,59.0,14,3.0,-15%,65.0,3.0,47%,20%,84,8.0,6.0,35.0,41%,25%,1.0,5,51,21,30,74,9,3,-5%,45,3,48%,26%,77,8,1,42,54%,42%,6,4,1
"06.02.2022, 14:45",Trefl Gdańsk,Asseco Resovia,3,2,65.0,31.0,16.0,102.0,23,7.0,-10%,74.0,9.0,36%,8%,103,7.0,10.0,43.0,41%,25%,15.0,7,67,27,7,102,28,9,-16%,79,7,45%,24%,106,10,15,48,45%,21%,10,15,0
"19.03.2022, 17:30",LUK  Lublin,Trefl Gdańsk,1,3,64.0,20.0,29.0,92.0,15,9.0,-3%,73.0,7.0,54%,21%,91,5.0,8.0,47.0,51%,37%,8.0,10,73,25,30,93,20,7,-8%,77,9,42%,15%,105,6,8,58,55%,41%,8,4,1
"18.03.2022, 20:30",Asseco Resovia,Ślepsk Malow Suwałki,1,3,79.0,27.0,38.0,103.0,21,7.0,-10%,92.0,4.0,43%,18%,136,8.0,8.0,59.0,43%,31%,13.0,13,75,30,37,105,13,4,-5%,82,7,37%,14%,116,5,13,63,54%,38%,8,16,1
"19.03.2022, 14:45",PGE Skra Bełchatów,Warta Zawiercie,3,2,88.0,36.0,36.0,107.0,21,9.0,-1%,89.0,16.0,38%,15%,99,8.0,7.0,67.0,67%,52%,12.0,8,73,32,34,105,16,16,4%,86,9,31%,13%,88,2,12,50,56%,40%,7,5,0
"18.03.2022, 17:30",Projekt Warszawa,GKS Katowice,0,3,44.0,14.0,9.0,68.0,17,0.0,-20%,59.0,10.0,44%,18%,73,6.0,2.0,40.0,54%,43%,4.0,16,50,22,27,73,14,10,2%,51,0,45%,17%,86,5,4,38,44%,33%,2,8,1
"20.03.2022, 14:45",AZS Olsztyn,ZAKSA Kędzierzyn-Koźle,0,3,45.0,11.0,10.0,67.0,10,2.0,-10%,67.0,8.0,44%,26%,85,5.0,12.0,39.0,45%,25%,4.0,14,59,23,36,79,12,8,-1%,57,2,56%,28%,82,5,4,39,47%,36%,12,4,1
"20.03.2022, 20:30",Jastrzębski Węgiel,Cuprum Lubin,3,1,76.0,31.0,40.0,92.0,12,7.0,-2%,77.0,6.0,55%,24%,104,5.0,13.0,53.0,50%,33%,16.0,8,70,26,32,88,11,6,-2%,80,7,52%,26%,105,4,16,51,48%,29%,13,9,0
"19.03.2022, 20:30",Stal Nysa,Czarni Radom,3,1,78.0,37.0,45.0,100.0,16,9.0,-2%,64.0,5.0,43%,18%,112,5.0,7.0,58.0,51%,41%,11.0,17,55,17,13,77,13,5,-7%,84,9,39%,17%,104,9,11,43,41%,22%,7,5,0
"28.03.2022, 20:30",Stal Nysa,LUK  Lublin,3,0,59.0,22.0,23.0,78.0,13,10.0,5%,57.0,2.0,45%,15%,90,9.0,12.0,43.0,47%,24%,6.0,10,44,12,8,69,12,2,-13%,65,10,41%,15%,74,8,6,30,40%,21%,12,7,0
"27.03.2022, 20:30",Czarni Radom,Jastrzębski Węgiel,0,3,38.0,8.0,1.0,52.0,11,2.0,-15%,66.0,7.0,43%,25%,81,10.0,9.0,29.0,35%,12%,7.0,4,53,24,32,73,7,7,6%,41,2,51%,31%,80,5,7,37,46%,31%,9,4,1
"26.03.2022, 20:30",Cuprum Lubin,ZAKSA Kędzierzyn-Koźle,3,2,72.0,24.0,31.0,107.0,16,9.0,-2%,91.0,4.0,49%,24%,115,10.0,11.0,52.0,45%,26%,11.0,13,81,24,31,109,18,4,-7%,91,9,59%,31%,130,12,11,66,50%,33%,11,17,0
"28.03.2022, 17:30",AZS Olsztyn,Projekt Warszawa,3,0,60.0,20.0,35.0,73.0,16,6.0,-12%,53.0,2.0,47%,11%,76,4.0,3.0,51.0,67%,57%,3.0,12,37,9,14,62,9,2,-9%,57,6,54%,19%,69,5,3,32,46%,34%,3,2,0
"25.03.2022, 20:30",GKS Katowice,PGE Skra Bełchatów,1,3,64.0,17.0,26.0,85.0,15,4.0,-9%,80.0,3.0,55%,21%,113,9.0,11.0,56.0,49%,31%,4.0,11,72,23,45,95,15,3,-9%,70,4,55%,24%,95,4,4,58,61%,52%,11,11,1
"27.03.2022, 18:00",Warta Zawiercie,Asseco Resovia,1,3,64.0,19.0,22.0,92.0,19,7.0,-11%,81.0,5.0,48%,22%,106,8.0,10.0,53.0,50%,33%,4.0,7,69,23,34,97,16,5,-3%,73,7,49%,13%,94,8,4,54,57%,44%,10,11,1
"25.03.2022, 17:30",Ślepsk Malow Suwałki,Trefl Gdańsk,2,3,70.0,20.0,25.0,97.0,15,4.0,-6%,93.0,4.0,55%,25%,122,7.0,19.0,54.0,44%,22%,12.0,9,82,33,39,105,12,4,-3%,82,4,48%,19%,122,15,12,59,48%,26%,19,10,1
"02.04.2022, 17:30",Warta Zawiercie,LUK  Lublin,3,1,70.0,22.0,30.0,96.0,23,7.0,-16%,64.0,4.0,50%,15%,89,6.0,7.0,56.0,62%,48%,7.0,8,54,12,14,87,23,4,-19%,73,7,52%,20%,90,3,7,43,47%,36%,7,8,0
"01.04.2022, 17:30",Ślepsk Malow Suwałki,GKS Katowice,2,3,71.0,23.0,30.0,107.0,15,9.0,-1%,90.0,7.0,54%,18%,113,6.0,13.0,55.0,48%,31%,7.0,4,91,32,40,114,24,7,-10%,92,9,48%,13%,124,11,7,71,57%,42%,13,9,1
"03.04.2022, 17:30",Trefl Gdańsk,AZS Olsztyn,3,0,55.0,20.0,36.0,74.0,11,5.0,1%,49.0,1.0,40%,22%,67,5.0,2.0,43.0,64%,53%,7.0,5,43,7,14,61,12,1,-14%,63,5,49%,25%,70,5,7,40,57%,40%,2,5,0
"02.04.2022, 20:30",Asseco Resovia,Cuprum Lubin,3,0,61.0,31.0,40.0,73.0,10,7.0,2%,49.0,4.0,38%,16%,74,3.0,4.0,45.0,60%,51%,9.0,8,40,14,10,55,6,4,0%,63,7,46%,22%,79,8,9,32,40%,18%,4,11,0
"02.04.2022, 14:45",PGE Skra Bełchatów,Czarni Radom,3,2,71.0,28.0,20.0,104.0,21,9.0,-3%,85.0,11.0,45%,23%,107,10.0,9.0,54.0,50%,32%,8.0,5,72,27,24,106,21,11,-5%,83,9,45%,26%,100,10,8,52,52%,34%,9,7,0
"01.04.2022, 20:30",Projekt Warszawa,Stal Nysa,2,3,72.0,25.0,35.0,103.0,14,4.0,-3%,89.0,8.0,43%,17%,111,5.0,10.0,54.0,48%,35%,14.0,6,84,32,39,107,18,8,-3%,89,4,42%,11%,126,9,14,66,52%,34%,10,11,1
"03.04.2022, 14:45",Jastrzębski Węgiel,ZAKSA Kędzierzyn-Koźle,0,3,45.0,10.0,11.0,53.0,10,1.0,-13%,68.0,10.0,47%,20%,74,5.0,9.0,38.0,51%,32%,6.0,0,60,29,47,73,5,10,13%,43,1,32%,16%,70,1,6,41,58%,48%,9,1,1
"21.03.2021, 14:45",ZAKSA Kędzierzyn-Koźle,Ślepsk Malow Suwałki,3,1,66.0,28.0,34.0,91.0,12,6.0,-3%,63.0,9.0,52%,30%,91,7.0,4.0,50.0,54%,42%,10.0,6,59,17,18,79,16,9,-7%,79,6,40%,27%,95,9,10,46,48%,28%,4,9,0
"28.03.2021, 14:45",Ślepsk Malow Suwałki,ZAKSA Kędzierzyn-Koźle,1,3,62.0,16.0,25.0,88.0,20,7.0,-11%,78.0,5.0,60%,21%,108,4.0,8.0,50.0,46%,35%,5.0,9,70,27,35,94,16,5,-10%,68,7,54%,27%,106,7,5,57,53%,42%,8,7,1
"21.03.2021, 20:30",Jastrzębski Węgiel,Warta Zawiercie,3,0,56.0,22.0,28.0,73.0,15,5.0,-8%,51.0,2.0,66%,35%,79,3.0,8.0,45.0,56%,43%,6.0,12,43,14,13,64,13,2,-17%,58,5,41%,18%,72,6,6,33,45%,29%,8,10,0
"27.03.2021, 14:45",Warta Zawiercie,Jastrzębski Węgiel,1,3,58.0,16.0,15.0,90.0,17,3.0,-14%,78.0,6.0,38%,15%,100,11.0,9.0,44.0,44%,24%,11.0,8,69,26,26,98,20,6,-11%,73,3,46%,23%,109,9,11,54,49%,31%,9,10,1
"20.03.2021, 14:45",Trefl Gdańsk,Projekt Warszawa,3,1,70.0,28.0,43.0,95.0,13,8.0,-2%,72.0,3.0,51%,29%,107,4.0,7.0,58.0,54%,43%,4.0,10,67,21,32,86,14,3,-11%,82,8,45%,23%,103,9,4,57,55%,42%,7,10,0
"27.03.2021, 17:30",Projekt Warszawa,Trefl Gdańsk,3,2,78.0,35.0,38.0,107.0,15,4.0,-8%,83.0,5.0,55%,27%,128,12.0,8.0,60.0,46%,31%,14.0,18,77,27,30,108,25,5,-14%,92,4,58%,19%,145,4,14,64,44%,31%,8,14,0
"31.03.2021, 18:00",Trefl Gdańsk,Projekt Warszawa,0,3,43.0,14.0,11.0,59.0,12,7.0,0%,64.0,3.0,51%,29%,95,7.0,10.0,31.0,32%,14%,5.0,5,55,24,29,74,10,3,-4%,47,7,38%,23%,73,4,5,42,57%,45%,10,14,1
"20.03.2021, 20:30",PGE Skra Bełchatów,Asseco Resovia,3,1,59.0,26.0,15.0,85.0,19,7.0,-7%,71.0,12.0,43%,16%,93,5.0,8.0,42.0,45%,31%,10.0,13,63,31,21,88,17,12,1%,66,7,37%,13%,94,8,10,43,45%,26%,8,11,0
"27.03.2021, 20:30",Asseco Resovia,PGE Skra Bełchatów,0,3,41.0,13.0,2.0,65.0,18,5.0,-15%,57.0,8.0,49%,24%,67,2.0,11.0,32.0,47%,28%,4.0,8,53,25,23,73,16,8,-8%,47,5,42%,12%,68,5,4,34,50%,36%,11,13,1
"03.04.2021, 14:45",ZAKSA Kędzierzyn-Koźle,PGE Skra Bełchatów,3,0,52.0,23.0,30.0,74.0,10,8.0,5%,45.0,5.0,35%,15%,65,4.0,3.0,35.0,53%,43%,9.0,4,45,12,5,61,16,5,-14%,64,8,43%,18%,72,7,9,37,51%,29%,3,5,0
"07.04.2021, 20:30",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,3,1,75.0,29.0,36.0,99.0,16,7.0,-1%,84.0,9.0,46%,20%,114,7.0,7.0,60.0,52%,40%,8.0,13,74,32,36,100,16,9,-4%,83,7,45%,20%,104,7,8,58,55%,41%,7,12,0
"11.04.2021, 14:45",ZAKSA Kędzierzyn-Koźle,PGE Skra Bełchatów,3,0,46.0,23.0,21.0,73.0,7,3.0,-1%,48.0,5.0,52%,33%,71,9.0,4.0,37.0,52%,33%,6.0,10,46,14,10,65,17,5,-16%,66,3,50%,22%,85,10,6,37,43%,24%,4,5,0
"03.04.2021, 17:30",Jastrzębski Węgiel,Projekt Warszawa,3,2,81.0,25.0,29.0,109.0,28,6.0,-17%,87.0,8.0,55%,28%,111,4.0,12.0,66.0,59%,45%,9.0,19,72,26,29,106,19,8,-4%,81,6,46%,27%,113,9,9,52,46%,30%,12,11,0
"07.04.2021, 17:30",Projekt Warszawa,Jastrzębski Węgiel,1,3,72.0,24.0,24.0,101.0,18,3.0,-10%,84.0,8.0,45%,26%,122,11.0,11.0,58.0,47%,29%,11.0,14,77,27,35,106,22,8,-7%,83,3,51%,26%,121,6,11,58,47%,33%,11,8,1
"14.04.2021, 20:30",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,1,3,63.0,22.0,25.0,89.0,13,4.0,-7%,76.0,9.0,40%,18%,96,8.0,8.0,48.0,50%,33%,11.0,14,68,23,31,90,14,9,2%,76,4,53%,25%,110,8,11,51,46%,29%,8,7,1
"18.04.2021, 17:30",Jastrzębski Węgiel,ZAKSA Kędzierzyn-Koźle,3,1,66.0,24.0,20.0,98.0,21,7.0,-12%,76.0,11.0,46%,21%,109,7.0,7.0,47.0,43%,30%,12.0,13,62,21,15,93,17,11,-6%,77,7,49%,18%,105,11,12,44,41%,20%,7,13,0
"14.04.2021, 17:30",PGE Skra Bełchatów,Projekt Warszawa,2,3,86.0,33.0,44.0,108.0,25,12.0,-5%,85.0,3.0,42%,16%,110,8.0,6.0,66.0,60%,47%,8.0,15,62,23,21,97,12,3,-2%,83,12,43%,14%,101,9,8,53,52%,35%,6,9,1
"18.04.2021, 14:45",Projekt Warszawa,PGE Skra Bełchatów,1,3,66.0,23.0,31.0,92.0,14,5.0,-6%,70.0,8.0,44%,14%,99,6.0,7.0,51.0,51%,38%,10.0,17,67,20,29,87,17,8,-8%,78,5,53%,16%,107,6,10,52,48%,33%,7,6,1
"21.04.2021, 17:30",PGE Skra Bełchatów,Projekt Warszawa,0,3,50.0,13.0,19.0,63.0,13,2.0,-12%,66.0,5.0,54%,25%,80,7.0,6.0,41.0,51%,35%,7.0,4,55,21,35,74,8,5,-1%,50,2,46%,24%,75,3,7,44,58%,45%,6,5,1
"03.04.2021, 20:30",Asseco Resovia,Trefl Gdańsk,3,1,71.0,28.0,32.0,96.0,16,4.0,-8%,72.0,6.0,55%,26%,109,4.0,13.0,54.0,49%,33%,13.0,17,67,25,24,90,18,6,-11%,80,4,52%,23%,118,8,13,48,40%,22%,13,15,0
"08.04.2021, 17:30",Trefl Gdańsk,Asseco Resovia,0,3,52.0,15.0,13.0,75.0,18,4.0,-17%,68.0,4.0,39%,22%,95,7.0,10.0,41.0,43%,25%,7.0,1,58,22,26,84,16,4,-10%,57,4,49%,31%,90,5,7,44,48%,35%,10,5,1
"02.04.2021, 20:30",Ślepsk Malow Suwałki,Warta Zawiercie,3,1,80.0,27.0,47.0,100.0,21,8.0,-10%,79.0,3.0,59%,18%,113,3.0,6.0,65.0,57%,49%,7.0,11,60,18,28,87,8,3,-3%,79,8,50%,13%,112,9,7,51,45%,31%,6,10,0
"08.04.2021, 20:30",Warta Zawiercie,Ślepsk Malow Suwałki,3,1,70.0,27.0,35.0,107.0,15,3.0,-8%,76.0,5.0,42%,25%,109,6.0,9.0,52.0,47%,33%,15.0,12,77,22,24,104,28,5,-19%,92,3,46%,20%,136,7,15,63,46%,30%,9,13,0
"22.03.2021, 20:30",GKS Katowice,AZS Olsztyn,3,1,73.0,23.0,38.0,97.0,17,1.0,-14%,78.0,3.0,56%,17%,107,8.0,7.0,59.0,55%,41%,13.0,14,65,20,28,93,15,3,-6%,80,1,51%,25%,117,8,13,55,47%,29%,7,5,0
"26.03.2021, 17:30",AZS Olsztyn,GKS Katowice,2,3,81.0,35.0,40.0,118.0,20,5.0,-9%,81.0,4.0,50%,25%,123,2.0,15.0,63.0,51%,37%,13.0,10,80,29,31,104,23,4,-11%,98,5,43%,28%,132,8,13,61,46%,30%,15,14,1
"19.03.2021, 20:30",Czarni Radom,Cuprum Lubin,3,0,56.0,21.0,28.0,74.0,17,4.0,-10%,50.0,4.0,42%,14%,74,2.0,5.0,46.0,62%,52%,6.0,4,37,10,11,57,7,4,-1%,57,4,50%,21%,71,9,6,28,39%,18%,5,4,0
"28.03.2021, 20:30",Cuprum Lubin,Czarni Radom,3,0,73.0,33.0,40.0,89.0,20,6.0,-11%,59.0,1.0,59%,30%,100,7.0,5.0,58.0,57%,46%,9.0,14,39,11,8,70,11,1,-12%,69,6,49%,14%,96,5,9,33,34%,19%,5,10,0
"11.09.2020, 17:30",Stal Nysa,ZAKSA Kędzierzyn-Koźle,0,3,35.0,6.0,-1.0,50.0,12,0.0,-22%,63.0,7.0,42%,15%,74,9.0,8.0,30.0,40%,17%,5.0,5,49,23,32,73,10,7,1%,38,0,47%,15%,67,2,5,34,50%,40%,8,7,1
"13.09.2020, 17:30",MKS Będzin,Projekt Warszawa,1,3,62.0,17.0,17.0,84.0,16,5.0,-11%,86.0,8.0,50%,23%,118,12.0,9.0,52.0,44%,26%,5.0,11,66,26,36,95,9,8,1%,68,5,61%,38%,98,11,5,49,50%,33%,9,14,1
"12.09.2020, 17:30",Cuprum Lubin,PGE Skra Bełchatów,1,3,70.0,20.0,30.0,100.0,21,4.0,-14%,80.0,4.0,36%,20%,115,8.0,7.0,59.0,51%,38%,7.0,9,71,20,33,100,20,4,-11%,79,4,48%,30%,113,7,7,60,53%,40%,7,11,1
"13.09.2020, 20:30",Warta Zawiercie,Jastrzębski Węgiel,2,3,73.0,26.0,37.0,108.0,11,6.0,0%,85.0,9.0,43%,9%,121,7.0,9.0,60.0,49%,36%,7.0,17,85,30,39,104,19,9,-4%,97,6,40%,13%,136,14,7,67,49%,33%,9,17,1
"17.01.2021, 14:45",Asseco Resovia,Trefl Gdańsk,3,2,78.0,26.0,26.0,113.0,23,6.0,-10%,91.0,7.0,61%,31%,130,13.0,9.0,59.0,45%,28%,13.0,20,78,24,23,116,25,7,-12%,90,6,51%,15%,131,11,13,62,47%,29%,9,14,0
"12.09.2020, 14:45",Czarni Radom,AZS Olsztyn,3,2,72.0,28.0,31.0,107.0,26,8.0,-14%,76.0,5.0,47%,19%,103,3.0,7.0,55.0,53%,43%,9.0,10,68,27,17,101,25,5,-16%,81,8,59%,32%,110,9,9,56,50%,34%,7,17,0
"12.09.2020, 20:30",Ślepsk Malow Suwałki,GKS Katowice,0,3,47.0,12.0,19.0,67.0,9,3.0,-7%,66.0,5.0,56%,18%,85,4.0,10.0,38.0,44%,28%,6.0,5,62,24,37,75,9,5,-4%,58,3,48%,22%,90,7,6,47,52%,37%,10,12,1
"20.09.2020, 20:30",Czarni Radom,Trefl Gdańsk,0,3,36.0,12.0,-1.0,52.0,12,7.0,-9%,60.0,7.0,50%,26%,68,8.0,10.0,24.0,35%,8%,5.0,0,54,27,27,74,14,7,-5%,40,7,37%,7%,56,1,5,37,66%,55%,10,9,1
"19.09.2020, 14:45",Jastrzębski Węgiel,Asseco Resovia,3,0,53.0,27.0,33.0,74.0,11,10.0,5%,41.0,6.0,53%,21%,63,0.0,3.0,35.0,55%,50%,8.0,15,44,13,5,56,15,6,-12%,63,10,26%,9%,79,6,8,35,44%,26%,3,5,0
"20.09.2020, 14:45",PGE Skra Bełchatów,Warta Zawiercie,1,3,79.0,22.0,36.0,99.0,18,4.0,-9%,91.0,6.0,49%,24%,116,9.0,10.0,67.0,57%,41%,8.0,11,76,27,47,101,10,6,4%,81,4,43%,29%,111,7,8,60,54%,40%,10,5,1
"18.09.2020, 20:30",Cuprum Lubin,Projekt Warszawa,2,3,72.0,22.0,35.0,102.0,16,3.0,-11%,85.0,4.0,52%,18%,112,8.0,9.0,56.0,50%,34%,13.0,10,83,25,40,107,22,4,-15%,86,3,53%,19%,116,5,13,70,60%,44%,9,12,1
"19.09.2020, 20:30",ZAKSA Kędzierzyn-Koźle,MKS Będzin,3,0,52.0,23.0,28.0,73.0,12,2.0,-6%,45.0,3.0,57%,22%,73,4.0,5.0,41.0,56%,43%,9.0,3,37,9,4,60,15,3,-20%,61,2,50%,21%,83,7,9,29,34%,15%,5,4,0
"21.09.2020, 20:30",GKS Katowice,Stal Nysa,3,2,81.0,23.0,37.0,108.0,25,8.0,-13%,87.0,5.0,52%,16%,123,5.0,9.0,69.0,56%,44%,4.0,11,67,19,33,101,14,5,-4%,83,8,38%,16%,108,8,4,53,49%,37%,9,8,0
"19.09.2020, 17:30",AZS Olsztyn,Ślepsk Malow Suwałki,0,3,54.0,15.0,21.0,71.0,14,4.0,-9%,67.0,4.0,58%,23%,94,7.0,8.0,43.0,45%,29%,7.0,11,58,21,32,78,11,4,-5%,57,4,56%,17%,89,4,7,46,51%,39%,8,7,1
"05.01.2021, 17:30",Projekt Warszawa,Stal Nysa,3,2,88.0,37.0,52.0,114.0,14,9.0,0%,83.0,7.0,57%,26%,128,8.0,7.0,67.0,52%,40%,12.0,15,77,25,32,101,18,7,-8%,100,9,39%,12%,123,6,12,63,51%,36%,7,11,0
"26.09.2020, 14:45",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,1,3,64.0,19.0,19.0,87.0,20,8.0,-12%,81.0,11.0,46%,24%,101,5.0,9.0,51.0,50%,36%,5.0,10,71,28,37,97,16,11,-2%,67,8,56%,32%,94,5,5,51,54%,43%,9,12,1
"27.09.2020, 14:45",MKS Będzin,Jastrzębski Węgiel,1,3,50.0,17.0,8.0,77.0,14,6.0,-7%,76.0,9.0,40%,23%,96,7.0,12.0,36.0,37%,17%,8.0,11,73,38,33,96,20,9,-8%,63,6,46%,14%,105,6,8,52,49%,36%,12,16,1
"25.09.2020, 20:30",Trefl Gdańsk,Cuprum Lubin,3,1,65.0,25.0,31.0,90.0,20,9.0,-10%,61.0,3.0,54%,24%,84,2.0,9.0,45.0,53%,40%,11.0,7,53,16,10,77,16,3,-15%,70,9,45%,20%,83,7,11,41,49%,27%,9,9,0
"26.09.2020, 17:30",AZS Olsztyn,Warta Zawiercie,0,3,47.0,12.0,17.0,57.0,14,3.0,-14%,66.0,3.0,56%,28%,81,5.0,8.0,42.0,51%,35%,2.0,5,54,24,41,74,8,3,-2%,43,3,51%,20%,67,0,2,43,64%,61%,8,9,1
"25.09.2020, 17:30",GKS Katowice,Asseco Resovia,2,3,63.0,20.0,20.0,90.0,21,5.0,-14%,88.0,4.0,50%,25%,123,10.0,8.0,53.0,43%,28%,5.0,13,73,34,39,106,18,4,-8%,69,5,59%,27%,109,6,5,61,55%,45%,8,14,1
"28.10.2020, 17:30",Ślepsk Malow Suwałki,Czarni Radom,3,2,82.0,34.0,37.0,113.0,16,9.0,0%,79.0,8.0,65%,29%,129,10.0,11.0,63.0,48%,32%,10.0,5,73,22,26,99,20,8,-10%,97,9,39%,8%,124,8,10,54,43%,29%,11,14,0
"01.10.2020, 17:30",Stal Nysa,Czarni Radom,2,3,73.0,26.0,22.0,106.0,18,4.0,-6%,93.0,9.0,47%,24%,127,11.0,13.0,62.0,48%,29%,7.0,14,83,31,42,116,23,9,-11%,88,4,46%,25%,108,7,7,61,56%,43%,13,12,1
"17.11.2020, 17:30",Asseco Resovia,Ślepsk Malow Suwałki,1,3,68.0,23.0,18.0,91.0,18,9.0,-3%,78.0,4.0,55%,24%,121,13.0,15.0,54.0,44%,21%,5.0,10,61,22,26,93,15,4,-10%,73,9,43%,19%,89,6,5,42,47%,34%,15,10,1
"29.09.2020, 20:30",Warta Zawiercie,GKS Katowice,3,0,61.0,25.0,43.0,74.0,5,5.0,5%,51.0,2.0,56%,25%,83,5.0,6.0,51.0,61%,48%,5.0,6,49,14,27,61,10,2,-11%,69,5,43%,21%,86,2,5,41,47%,39%,6,12,0
"29.09.2020, 17:30",Cuprum Lubin,AZS Olsztyn,0,3,42.0,13.0,18.0,65.0,9,1.0,-9%,58.0,4.0,44%,25%,83,4.0,7.0,36.0,43%,30%,5.0,11,58,20,32,73,15,4,-9%,56,1,41%,19%,89,5,5,47,52%,41%,7,8,1
"30.09.2020, 20:30",MKS Będzin,Trefl Gdańsk,2,3,75.0,21.0,30.0,103.0,22,4.0,-15%,90.0,5.0,48%,16%,118,8.0,10.0,62.0,52%,37%,9.0,11,80,29,43,109,19,5,-8%,81,4,54%,19%,117,5,9,65,55%,43%,10,11,1
"30.09.2020, 17:30",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,3,1,73.0,27.0,37.0,101.0,17,4.0,-11%,75.0,7.0,45%,22%,108,6.0,6.0,55.0,50%,39%,14.0,10,64,23,21,93,18,7,-10%,84,4,51%,27%,120,7,14,51,42%,25%,6,8,0
"25.11.2020, 20:30",Projekt Warszawa,PGE Skra Bełchatów,3,1,80.0,27.0,42.0,101.0,18,1.0,-14%,72.0,5.0,52%,22%,106,3.0,12.0,66.0,62%,48%,13.0,21,65,18,30,87,15,5,-9%,83,1,59%,24%,110,6,13,48,43%,26%,12,13,0
"05.10.2020, 20:30",PGE Skra Bełchatów,Stal Nysa,3,0,54.0,21.0,35.0,74.0,14,10.0,0%,41.0,1.0,63%,26%,63,1.0,3.0,39.0,61%,55%,5.0,5,42,7,8,58,17,1,-24%,60,10,50%,23%,60,2,5,38,63%,51%,3,4,0
